"FOLDER","IN FILE","CHANNEL","OFFSET","DURATION","Fmin","Fmean","Fmax","DATE","TIME","HOUR","DATE-12","TIME-12","HOUR-12","TOP1MATCH","TOP1DIST","MMSS","SORT","PART","VOCALIZATIONS","MANUAL ID"
"audio/Bullfrog","20200619_083000_0_00209_804.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200619_083000_0_00209_804.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200619_083000_0_00503_019.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200619_083000_0_00503_019.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200619_083000_0_00503_019.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200620_033000_0_00147_297.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200620_033000_0_00147_297.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200620_033000_0_00459_601.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Background"
"audio/Bullfrog","20200620_033000_0_00459_601.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Background"
"audio/Bullfrog","20200620_033000_0_00459_601.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Background"
"audio/Bullfrog","20200620_033000_0_00459_601.wav","0","1.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Background"
"audio/Bullfrog","20200620_043000_0_00046_902.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200620_043000_0_00046_902.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200620_073000_0_00061_563.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200620_073000_0_00061_563.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200620_073000_0_00092_673.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200620_073000_0_00092_673.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200620_073000_0_00096_881.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200620_073000_0_00096_881.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200620_073000_0_00532_604.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Background"
"audio/Bullfrog","20200620_073000_0_00532_604.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200620_073000_0_00564_726.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Background"
"audio/Bullfrog","20200620_073000_0_00564_726.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200620_083000_0_00249_820.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Background"
"audio/Bullfrog","20200620_083000_0_00249_820.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200620_083000_0_00249_820.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200620_083000_0_00345_302.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Background"
"audio/Bullfrog","20200620_083000_0_00345_302.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200621_063000_0_00028_283.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200621_063000_0_00028_283.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200621_063000_0_00028_283.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200621_063000_0_00205_835.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200621_063000_0_00205_835.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200621_073000_0_00256_444.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Background"
"audio/Bullfrog","20200621_073000_0_00256_444.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200621_073000_0_00426_806.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Background"
"audio/Bullfrog","20200621_073000_0_00426_806.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200621_080000_0_00462_721.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200621_080000_0_00462_721.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_043000_0_00149_035.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_043000_0_00149_035.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_043000_0_00370_817.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_043000_0_00370_817.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_043000_0_00370_817.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00194_993.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00194_993.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00194_993.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00234_769.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00234_769.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00234_769.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00345_238.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00345_238.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00345_238.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00375_025.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00375_025.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00375_025.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00399_201.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00399_201.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00399_201.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00401_638.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00401_638.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00401_638.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00511_217.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00511_217.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00511_217.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00514_454.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Background"
"audio/Bullfrog","20200622_050000_0_00514_454.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00514_454.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00541_932.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Background"
"audio/Bullfrog","20200622_050000_0_00541_932.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00541_932.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00567_318.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00567_318.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_050000_0_00567_318.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00010_134.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00010_134.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00010_134.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00078_401.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00078_401.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00082_795.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00082_795.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00082_795.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00157_835.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00157_835.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00157_835.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00157_835.wav","0","1.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00157_835.wav","0","2","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00160_113.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00160_113.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00160_113.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00193_755.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00193_755.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00193_755.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00222_118.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00222_118.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00222_118.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00285_734.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00285_734.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00285_734.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00318_849.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Background"
"audio/Bullfrog","20200622_053000_0_00318_849.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00318_849.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00351_596.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00351_596.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_053000_0_00351_596.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_060000_0_00073_190.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_060000_0_00073_190.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_060000_0_00073_190.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_060000_0_00150_220.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_060000_0_00150_220.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_060000_0_00150_220.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_060000_0_00163_212.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_060000_0_00163_212.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_060000_0_00339_996.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Background"
"audio/Bullfrog","20200622_060000_0_00339_996.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_060000_0_00447_996.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_060000_0_00447_996.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_060000_0_00534_257.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_060000_0_00534_257.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_060000_0_00534_257.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_063000_0_00015_137.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Background"
"audio/Bullfrog","20200622_063000_0_00015_137.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_063000_0_00052_972.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_063000_0_00052_972.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_063000_0_00052_972.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_063000_0_00357_734.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_063000_0_00357_734.wav","0","0.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_063000_0_00357_734.wav","0","1","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_063000_0_00357_734.wav","0","1.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_063000_0_00357_734.wav","0","2","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_063000_0_00357_734.wav","0","2.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_063000_0_00357_734.wav","0","3","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_063000_0_00357_734.wav","0","3.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_063000_0_00357_734.wav","0","4","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_063000_0_00357_734.wav","0","4.5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_063000_0_00357_734.wav","0","5","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
"audio/Bullfrog","20200622_063000_0_00476_731.wav","0","0","0.5","","","","","","","","","","COAU","0.988216341","57:48:00","COAU_Stn_5_Week_01","part_290","1","Bullfrog"
